Zhong Kui,Travelers Shoes,Polynomicon,Witchblade,Lotus Crown,Doom Orb,Witchblade
Ah Muzen Cab,Talaria Boots,Pridwen,Rage,Stone of Gaia,Emperor's Armor,Transcendence
Bastet,Talaria Boots,Void Shield,Runeforged Hammer,Poisoned Star,Hide of the Nemean Lion,Stone of Gaia
Ganesha,Travelers Shoes,Stone of Gaia,Typhon's Fang,Hastened Ring,Bumba's Mask,Witchblade
Aphrodite,Shoes of Focus,Book of the Dead,Warlock's Staff,Lono's Mask,Jade Emperor's Crown,Stone of Binding
Aphrodite,Reinforced Shoes,Typhon's Fang,Pestilence,Typhon's Fang,Stone of Fal,Contagion
Nu Wa,Reinforced Shoes,Obsidian Shard,Telkhines Ring,Magi's Cloak,Mystical Mail,Stone of Gaia
Erlang Shen,Reinforced Greaves,Stone Cutting Sword,Jotunn's Wrath,Toxic Blade,Void Shield,Masamune
Serqet,Ninja Tabi,Gladiator's Shield,Void Shield,Bumba's Mask,Pestilence,Pridwen
Guan Yu,Talaria Boots,Atalanta's Bow,Talisman of Energy,Contagion,Ancile,Runic Shield
Cernunnos,Talaria Boots,Pridwen,Emperor's Armor,Emperor's Armor,Silverbranch Bow,Odysseus' Bow
Apollo,Warrior Tabi,Contagion,Poisoned Star,Spirit Robe,Qin's Sais,Spirit Robe
Ah Muzen Cab,Ninja Tabi,Gauntlet of Thebes,Toxic Blade,Stone of Gaia,Void Shield,Pridwen
Anhur,Ninja Tabi,Oni Hunter's Garb,Titan's Bane,Blackthorn Hammer,Wind Demon,The Executioner
Aphrodite,Shoes of the Magi,Typhon's Fang,Doom Orb,Breastplate of Valor,Lono's Mask,Void Stone
Ullr,Warrior Tabi,Titan's Bane,Deathbringer,Hide of the Nemean Lion,Transcendence,Ancile
Bacchus,Shoes of the Magi,Bumba's Mask,Gem of Isolation,Demonic Grip,Shogun's Kusari,Book of the Dead
Chang'e,Shoes of Focus,Midgardian Mail,Mantle of Discord,Doom Orb,Typhon's Fang,Obsidian Shard
Ymir,Travelers Shoes,Rod of Asclepius,Talisman of Energy,Relic Dagger,Jade Emperor's Crown,Relic Dagger
Ao Kuang,Shoes of Focus,Soul Gem,Bulwark of Hope,Jade Emperor's Crown,Emperor's Armor,Stone of Gaia
Thoth,Shoes of the Magi,Hide of the Urchin,Typhon's Fang,Celestial Legion Helm,Rod of Asclepius,Book of Thoth
Vamana,Talaria Boots,Hydra's Lament,Stone of Gaia,Arondight,Devourer's Gauntlet,Hydra's Lament
Ah Muzen Cab,Warrior Tabi,Wind Demon,Mail of Renewal,Talisman of Energy,Poisoned Star,Frostbound Hammer
Jormungandr,Travelers Shoes,Genji's Guard,Rod of Asclepius,Typhon's Fang,Hastened Ring,Oni Hunter's Garb
Nox,Reinforced Shoes,Lono's Mask,Mantle of Discord,Typhon's Fang,Shield of Regrowth,Staff Of Myrddin
Ratatoskr,Acorn of Yggdrasil,Bumba's Mask,Magi's Cloak,Titan's Bane,Pestilence,Void Shield
Achilles,Reinforced Greaves,Arondight,Midgardian Mail,The Executioner,Spirit Robe,Pestilence
Apollo,Warrior Tabi,Stone of Gaia,Hide of the Nemean Lion,Hide of the Urchin,Contagion,Jotunn's Wrath
Apollo,Warrior Tabi,Witchblade,Breastplate of Valor,Lono's Mask,Shogun's Kusari,Bulwark of Hope
Xing Tian,Shoes of the Magi,Bancroft's Talon,Soul Reaver,Shogun's Kusari,Polynomicon,Spirit Robe
King Arthur,Ninja Tabi,Witchblade,Contagion,Blackthorn Hammer,Silverbranch Bow,Spirit Robe
Vulcan,Shoes of Focus,Dynasty Plate Helm,Pestilence,Emperor's Armor,Jade Emperor's Crown,Spear of the Magus
Ao Kuang,Shoes of the Magi,Spectral Armor,Pridwen,Shield of Regrowth,Pestilence,Obsidian Shard
Kuzenbo,Travelers Shoes,Heartward Amulet,Warlock's Staff,Shield of Regrowth,Staff Of Myrddin,Winged Blade
Nike,Talaria Boots,Breastplate of Valor,Berserker's Shield,Magi's Cloak,Qin's Sais,Jotunn's Wrath
Ganesha,Shoes of the Magi,Lotus Crown,Winged Blade,Bancroft's Talon,Mantle of Discord,Stone of Gaia
Mercury,Talaria Boots,Deathbringer,Shifter's Shield,Genji's Guard,Devourer's Gauntlet,The Executioner
Kumbhakarna,Shoes of the Magi,Demonic Grip,Ethereal Staff,Winged Blade,Rangda's Mask,Rod of Asclepius
Hachiman,Talaria Boots,Shifter's Shield,Toxic Blade,Runeforged Hammer,Spirit Robe,Magi's Cloak
Cabrakan,Travelers Shoes,Bancroft's Talon,Spectral Armor,Rod of Asclepius,Pythagorem's Piece,Telkhines Ring
Chaac,Ninja Tabi,Heartward Amulet,Odysseus' Bow,Genji's Guard,Rage,Frostbound Hammer
Agni,Shoes of Focus,Pridwen,Pythagorem's Piece,Bulwark of Hope,Pythagorem's Piece,Breastplate of Valor
Hercules,Reinforced Greaves,Hydra's Lament,Hide of the Nemean Lion,Midgardian Mail,Devourer's Gauntlet,Shifter's Shield
Fafnir,Shoes of Focus,Telkhines Ring,Emperor's Armor,Oni Hunter's Garb,Stone of Gaia,Spear of the Magus
Thoth,Shoes of the Magi,Shogun's Kusari,Bumba's Mask,Stone of Gaia,Sovereignty,Gauntlet of Thebes
Sobek,Travelers Shoes,Heartward Amulet,Obsidian Shard,Demonic Grip,Contagion,Bumba's Mask
Jormungandr,Reinforced Shoes,Gauntlet of Thebes,Pridwen,Telkhines Ring,Winged Blade,Rod of Asclepius
Jormungandr,Reinforced Shoes,Pestilence,Genji's Guard,Winged Blade,Soul Gem,Jade Emperor's Crown
Hun Batz,Reinforced Greaves,Ichaival,Gauntlet of Thebes,Frostbound Hammer,Devourer's Gauntlet,Odysseus' Bow
Sun Wukong,Ninja Tabi,Pridwen,Silverbranch Bow,Breastplate of Valor,The Executioner,Transcendence
Sylvanus,Shoes of the Magi,Bulwark of Hope,Witchblade,Sovereignty,Shaman's Ring,Winged Blade
Anhur,Warrior Tabi,Berserker's Shield,Bumba's Mask,Hide of the Nemean Lion,The Executioner,The Executioner
Medusa,Reinforced Greaves,Toxic Blade,Breastplate of Valor,Deathbringer,Malice,Silverbranch Bow
Jing Wei,Reinforced Greaves,Malice,Mantle of Discord,Runeforged Hammer,Gladiator's Shield,Runeforged Hammer
Ah Puch,Shoes of Focus,Warlock's Staff,Gauntlet of Thebes,Bancroft's Talon,Rod of Asclepius,Breastplate of Valor
Set,Talaria Boots,Lono's Mask,Shifter's Shield,Magi's Cloak,Malice,Blackthorn Hammer
Chaac,Ninja Tabi,Berserker's Shield,Breastplate of Valor,Transcendence,Shogun's Kusari,Brawler's Beat Stick
Khepri,Shoes of Focus,Heartward Amulet,Bancroft's Talon,Polynomicon,Pestilence,Magi's Cloak
Mercury,Warrior Tabi,Runic Shield,Odysseus' Bow,Mail of Renewal,Spirit Robe,Genji's Guard
Bakasura,Reinforced Greaves,Gauntlet of Thebes,Silverbranch Bow,Blackthorn Hammer,Silverbranch Bow,Gauntlet of Thebes
Kumbhakarna,Shoes of Focus,Lotus Crown,Hide of the Nemean Lion,Heartward Amulet,Shaman's Ring,Rangda's Mask
Vulcan,Reinforced Shoes,Lotus Crown,Hide of the Nemean Lion,Demonic Grip,Mystical Mail,Toxic Blade
Nike,Talaria Boots,Masamune,Toxic Blade,Hide of the Urchin,Winged Blade,Pridwen
Fafnir,Shoes of Focus,Mantle of Discord,Jade Emperor's Crown,Doom Orb,Mantle of Discord,Warlock's Staff
Bastet,Talaria Boots,Oni Hunter's Garb,Bumba's Mask,Bulwark of Hope,Pridwen,Ancile
Kali,Warrior Tabi,Frostbound Hammer,Witchblade,Bulwark of Hope,Runeforged Hammer,Oni Hunter's Garb
The Morrigan,Shoes of the Magi,Typhon's Fang,Talisman of Energy,Pestilence,Gauntlet of Thebes,Telkhines Ring
Bellona,Reinforced Greaves,Odysseus' Bow,Blackthorn Hammer,Contagion,Stone Cutting Sword,Hastened Katana
Medusa,Warrior Tabi,Frostbound Hammer,Hide of the Urchin,Malice,Hydra's Lament,The Executioner
Susano,Reinforced Greaves,Devourer's Gauntlet,Mail of Renewal,Brawler's Beat Stick,Spirit Robe,Rage
Nu Wa,Shoes of the Magi,Pythagorem's Piece,Rod of Asclepius,Talisman of Energy,Relic Dagger,Staff Of Myrddin
Loki,Ninja Tabi,Transcendence,Hastened Katana,Ichaival,Mantle of Discord,Deathbringer
Bellona,Talaria Boots,Qin's Sais,Winged Blade,Talisman of Energy,Runic Shield,Odysseus' Bow
Awilix,Warrior Tabi,Emperor's Armor,Gauntlet of Thebes,Atalanta's Bow,Devourer's Gauntlet,Shield of Regrowth
Apollo,Ninja Tabi,Hide of the Urchin,Wind Demon,Talisman of Energy,Gauntlet of Thebes,Lono's Mask
Vamana,Warrior Tabi,Rangda's Mask,Rage,Ancile,Void Shield,Emperor's Armor
Amaterasu,Talaria Boots,Asi,Deathbringer,Brawler's Beat Stick,Hydra's Lament,Hydra's Lament
Fafnir,Shoes of Focus,Typhon's Fang,Mail of Renewal,Mystical Mail,Bumba's Mask,Bulwark of Hope
Janus,Travelers Shoes,Hide of the Nemean Lion,Celestial Legion Helm,Heartward Amulet,Spectral Armor,Mail of Renewal
Cernunnos,Warrior Tabi,Stone of Gaia,Talisman of Energy,Mantle of Discord,Mystical Mail,Contagion
Zeus,Shoes of Focus,Shogun's Kusari,Celestial Legion Helm,Sovereignty,Winged Blade,Sovereignty
Vamana,Warrior Tabi,Shogun's Kusari,Wind Demon,The Crusher,Talisman of Energy,Ichaival
Sylvanus,Travelers Shoes,Void Stone,Soul Gem,Genji's Guard,Doom Orb,Winged Blade
Hou Yi,Talaria Boots,Runeforged Hammer,Fail-not,Void Shield,Mystical Mail,Heartward Amulet
Awilix,Talaria Boots,Winged Blade,Emperor's Armor,Devourer's Gauntlet,Toxic Blade,Midgardian Mail
Set,Reinforced Greaves,Stone Cutting Sword,Winged Blade,Runic Shield,Wind Demon,Genji's Guard
Hel,Travelers Shoes,Gauntlet of Thebes,Spear of the Magus,Bumba's Mask,Lotus Crown,Gem of Isolation
Odin,Ninja Tabi,Jotunn's Wrath,Winged Blade,Frostbound Hammer,Devourer's Gauntlet,Rangda's Mask
Nox,Reinforced Shoes,Typhon's Fang,Polynomicon,Pridwen,Obsidian Shard,Bulwark of Hope
Kumbhakarna,Reinforced Shoes,Rod of Asclepius,Sovereignty,Jade Emperor's Crown,Genji's Guard,Book of Thoth
Pele,Warrior Tabi,Mystical Mail,Malice,Gladiator's Shield,Emperor's Armor,Talisman of Energy
Athena,Reinforced Shoes,Spirit Robe,Gauntlet of Thebes,Shield of Regrowth,Oni Hunter's Garb,Dynasty Plate Helm
Persephone,Shoes of Focus,Pestilence,Rod of Asclepius,Breastplate of Valor,Stone of Fal,Warlock's Staff
Hades,Reinforced Shoes,Spear of the Magus,Bancroft's Talon,Jade Emperor's Crown,Heartward Amulet,Shield of Regrowth
Jing Wei,Talaria Boots,Sovereignty,Heartward Amulet,Runeforged Hammer,The Crusher,Qin's Sais
Kumbhakarna,Shoes of the Magi,Magi's Cloak,Stone of Binding,Emperor's Armor,Obsidian Shard,Gauntlet of Thebes
Artemis,Reinforced Greaves,Midgardian Mail,Magi's Cloak,Rage,Genji's Guard,Runeforged Hammer
Ra,Shoes of the Magi,Mantle of Discord,Heartward Amulet,Typhon's Fang,Bulwark of Hope,Ethereal Staff
Discordia,Reinforced Shoes,Breastplate of Valor,Rod of Asclepius,Witchblade,Telkhines Ring,Dynasty Plate Helm
Agni,Shoes of Focus,Obsidian Shard,Talisman of Energy,Emperor's Armor,Stone of Binding,Hide of the Urchin
Artio,Shoes of Focus,Dynasty Plate Helm,Breastplate of Valor,Demonic Grip,Genji's Guard,Emperor's Armor
Chaac,Warrior Tabi,Oni Hunter's Garb,Oni Hunter's Garb,Hide of the Nemean Lion,Hide of the Nemean Lion,Genji's Guard
Chernobog,Warrior Tabi,Asi,Stone of Gaia,Mantle of Discord,Titan's Bane,Toxic Blade
Rama,Warrior Tabi,Asi,Runic Shield,Deathbringer,Deathbringer,Genji's Guard
Nemesis,Reinforced Greaves,Magi's Cloak,Brawler's Beat Stick,Genji's Guard,Winged Blade,Bumba's Mask
Sun Wukong,Talaria Boots,Shifter's Shield,Emperor's Armor,Deathbringer,Runic Shield,Brawler's Beat Stick
Fafnir,Shoes of the Magi,Talisman of Energy,Dynasty Plate Helm,Stone of Binding,Breastplate of Valor,Sovereignty
Sun Wukong,Ninja Tabi,Midgardian Mail,The Crusher,Malice,Emperor's Armor,Titan's Bane
Discordia,Shoes of the Magi,Warlock's Staff,Shield of Regrowth,Rod of Asclepius,Mail of Renewal,Dynasty Plate Helm
Cabrakan,Shoes of the Magi,Soul Reaver,Emperor's Armor,Demonic Grip,Telkhines Ring,Shaman's Ring
Bellona,Talaria Boots,Titan's Bane,Contagion,Runic Shield,Bulwark of Hope,Winged Blade
Nox,Shoes of the Magi,Heartward Amulet,Contagion,Hide of the Nemean Lion,Emperor's Armor,Telkhines Ring
Ra,Shoes of Focus,Spear of Desolation,Talisman of Energy,Ethereal Staff,Breastplate of Valor,Spectral Armor
Erlang Shen,Warrior Tabi,Rage,Blackthorn Hammer,Rage,Deathbringer,Bumba's Mask
Chiron,Talaria Boots,Odysseus' Bow,Magi's Cloak,Malice,Lono's Mask,Frostbound Hammer
Camazotz,Ninja Tabi,Brawler's Beat Stick,Arondight,The Executioner,Spectral Armor,Blackthorn Hammer
Zhong Kui,Shoes of Focus,Lotus Crown,Shaman's Ring,Shaman's Ring,Ethereal Staff,Demonic Grip
Bellona,Reinforced Greaves,Breastplate of Valor,Talisman of Energy,Rangda's Mask,Runeforged Hammer,Golden Blade
Sobek,Reinforced Shoes,Heartward Amulet,Lotus Crown,Genji's Guard,Bulwark of Hope,Book of Thoth
Cernunnos,Warrior Tabi,Atalanta's Bow,Titan's Bane,Witchblade,Shifter's Shield,Sovereignty
Sun Wukong,Ninja Tabi,Gladiator's Shield,Qin's Sais,Atalanta's Bow,Breastplate of Valor,Contagion
Scylla,Travelers Shoes,Celestial Legion Helm,Spectral Armor,Celestial Legion Helm,Obsidian Shard,Talisman of Energy
Chronos,Shoes of the Magi,Hide of the Nemean Lion,Book of the Dead,Relic Dagger,Typhon's Fang,Lono's Mask
Scylla,Travelers Shoes,Void Stone,Mystical Mail,Obsidian Shard,Winged Blade,Heartward Amulet
Kumbhakarna,Reinforced Shoes,Shaman's Ring,Shield of Regrowth,Contagion,Soul Reaver,Soul Reaver
Nu Wa,Travelers Shoes,Winged Blade,Magi's Cloak,Doom Orb,Midgardian Mail,Heartward Amulet
Terra,Travelers Shoes,Hide of the Nemean Lion,Typhon's Fang,Shaman's Ring,Winged Blade,Contagion
Ymir,Shoes of Focus,Spectral Armor,Void Stone,Void Stone,Bumba's Mask,Stone of Gaia
Awilix,Ninja Tabi,Oni Hunter's Garb,Transcendence,Shield of Regrowth,Frostbound Hammer,Bumba's Mask
Camazotz,Talaria Boots,Deathbringer,Void Shield,Stone Cutting Sword,Void Shield,Bulwark of Hope
Mercury,Warrior Tabi,The Executioner,Genji's Guard,Odysseus' Bow,Emperor's Armor,Titan's Bane
Skadi,Warrior Tabi,Poisoned Star,Spirit Robe,Rage,Spectral Armor,Bumba's Mask
Cupid,Ninja Tabi,Bulwark of Hope,Fail-not,Atalanta's Bow,Gauntlet of Thebes,Malice
Scylla,Reinforced Shoes,Contagion,Oni Hunter's Garb,Polynomicon,Midgardian Mail,Book of the Dead
Khepri,Shoes of the Magi,Shogun's Kusari,Sovereignty,Relic Dagger,Void Stone,Soul Reaver
Sobek,Shoes of Focus,Contagion,Breastplate of Valor,Emperor's Armor,Typhon's Fang,Sovereignty
Hercules,Reinforced Greaves,Atalanta's Bow,Ichaival,Pestilence,Masamune,Hide of the Nemean Lion
Kumbhakarna,Reinforced Shoes,Hide of the Urchin,Genji's Guard,Magi's Cloak,Magi's Cloak,Obsidian Shard
Cu Chulainn,Ninja Tabi,Oni Hunter's Garb,Winged Blade,Jotunn's Wrath,Bulwark of Hope,Void Shield
Sun Wukong,Reinforced Greaves,Void Shield,Brawler's Beat Stick,Frostbound Hammer,Devourer's Gauntlet,Malice
Khepri,Reinforced Shoes,Mail of Renewal,Stone of Binding,Soul Gem,Mail of Renewal,Shaman's Ring
Hachiman,Talaria Boots,Shield of Regrowth,Gladiator's Shield,Mail of Renewal,Talisman of Energy,Witchblade
Ullr,Reinforced Greaves,Berserker's Shield,Deathbringer,Midgardian Mail,Mystical Mail,Witchblade
Hou Yi,Talaria Boots,Titan's Bane,Bulwark of Hope,Malice,Breastplate of Valor,Asi
Ah Muzen Cab,Talaria Boots,Mantle of Discord,Spirit Robe,Hide of the Urchin,Runeforged Hammer,Relic Dagger
Chernobog,Talaria Boots,Poisoned Star,Gladiator's Shield,Mystical Mail,Deathbringer,Gauntlet of Thebes
Aphrodite,Reinforced Shoes,Shield of Regrowth,Gauntlet of Thebes,Soul Gem,Dynasty Plate Helm,Mail of Renewal
Ganesha,Travelers Shoes,Shogun's Kusari,Celestial Legion Helm,Hastened Ring,Hastened Ring,Bulwark of Hope
Tyr,Reinforced Greaves,Winged Blade,Berserker's Shield,Titan's Bane,Magi's Cloak,Golden Blade
Osiris,Warrior Tabi,Blackthorn Hammer,Arondight,Midgardian Mail,Pridwen,Rage
Bastet,Ninja Tabi,Qin's Sais,Stone Cutting Sword,Spectral Armor,Lono's Mask,Stone of Gaia
Khepri,Travelers Shoes,Breastplate of Valor,Dynasty Plate Helm,Winged Blade,Spectral Armor,Breastplate of Valor
Amaterasu,Ninja Tabi,Wind Demon,Heartward Amulet,Runic Shield,Blackthorn Hammer,Jotunn's Wrath
Geb,Reinforced Shoes,Talisman of Energy,Talisman of Energy,Sovereignty,Soul Gem,Winged Blade
Ares,Travelers Shoes,Spirit Robe,Gauntlet of Thebes,Celestial Legion Helm,Shogun's Kusari,Talisman of Energy
Cupid,Ninja Tabi,Blackthorn Hammer,Heartward Amulet,Spectral Armor,Sovereignty,Genji's Guard
Bellona,Reinforced Greaves,Arondight,Mantle of Discord,Spectral Armor,Wind Demon,Runic Shield
Skadi,Reinforced Greaves,Spectral Armor,Ichaival,Devourer's Gauntlet,Rage,Midgardian Mail
The Morrigan,Reinforced Shoes,Soul Gem,Demonic Grip,Staff Of Myrddin,Hide of the Nemean Lion,Pythagorem's Piece
Bellona,Talaria Boots,Runeforged Hammer,Toxic Blade,Hide of the Urchin,Spectral Armor,Wind Demon
Sobek,Travelers Shoes,Staff Of Myrddin,Sovereignty,Jade Emperor's Crown,Stone of Fal,Talisman of Energy
Skadi,Reinforced Greaves,Sovereignty,Atalanta's Bow,Genji's Guard,Pridwen,Magi's Cloak
Geb,Travelers Shoes,Oni Hunter's Garb,Rangda's Mask,Shaman's Ring,Staff Of Myrddin,Shogun's Kusari
Medusa,Talaria Boots,Qin's Sais,Relic Dagger,Midgardian Mail,Frostbound Hammer,Shogun's Kusari
Chang'e,Shoes of the Magi,Shaman's Ring,Celestial Legion Helm,Bancroft's Talon,Genji's Guard,Mantle of Discord
Jormungandr,Shoes of Focus,Winged Blade,Hide of the Nemean Lion,Celestial Legion Helm,Hastened Ring,Shaman's Ring
Ne Zha,Ninja Tabi,Mail of Renewal,Mantle of Discord,Shifter's Shield,Qin's Sais,Magi's Cloak
Sun Wukong,Warrior Tabi,Hydra's Lament,Mail of Renewal,Devourer's Gauntlet,Gladiator's Shield,Stone Cutting Sword
Khepri,Shoes of the Magi,Void Stone,Sovereignty,Witchblade,Bancroft's Talon,Bumba's Mask
Erlang Shen,Warrior Tabi,Shogun's Kusari,Bulwark of Hope,Qin's Sais,Brawler's Beat Stick,Mantle of Discord
Serqet,Ninja Tabi,Hide of the Nemean Lion,Talisman of Energy,Gauntlet of Thebes,Malice,Devourer's Gauntlet
Chiron,Reinforced Greaves,Talisman of Energy,Atalanta's Bow,Ichaival,Contagion,Shield of Regrowth
Bellona,Ninja Tabi,Hide of the Nemean Lion,Oni Hunter's Garb,Hydra's Lament,Shogun's Kusari,Breastplate of Valor
Nu Wa,Travelers Shoes,Ethereal Staff,Ethereal Staff,Emperor's Armor,Book of the Dead,Bancroft's Talon
Chiron,Ninja Tabi,Jotunn's Wrath,Heartward Amulet,Rage,Mystical Mail,Bumba's Mask
Chiron,Ninja Tabi,Asi,Silverbranch Bow,Spirit Robe,Midgardian Mail,Rage
Hachiman,Warrior Tabi,Shifter's Shield,The Crusher,Sovereignty,Midgardian Mail,Wind Demon
Cerberus,Travelers Shoes,Typhon's Fang,Shield of Regrowth,Obsidian Shard,Mystical Mail,Rangda's Mask
Achilles,Reinforced Greaves,Devourer's Gauntlet,Spectral Armor,Deathbringer,Devourer's Gauntlet,Shield of Regrowth
Thor,Ninja Tabi,Spectral Armor,Winged Blade,Blackthorn Hammer,Ancile,Pestilence
Pele,Warrior Tabi,Runeforged Hammer,Runeforged Hammer,Shield of Regrowth,Malice,Shield of Regrowth
Nemesis,Warrior Tabi,Poisoned Star,Breastplate of Valor,Lono's Mask,Titan's Bane,Bulwark of Hope
Freya,Shoes of the Magi,Winged Blade,Stone of Binding,Book of Thoth,Soul Reaver,Sovereignty
Hades,Shoes of Focus,Hide of the Urchin,Spirit Robe,Relic Dagger,Midgardian Mail,Hide of the Nemean Lion
Nike,Warrior Tabi,Silverbranch Bow,Qin's Sais,Sovereignty,Transcendence,Heartward Amulet
Janus,Shoes of the Magi,Contagion,Breastplate of Valor,Stone of Fal,Rod of Asclepius,Doom Orb
Achilles,Ninja Tabi,Toxic Blade,Bumba's Mask,Berserker's Shield,Mystical Mail,Asi
Osiris,Warrior Tabi,Midgardian Mail,Gauntlet of Thebes,Stone Cutting Sword,Odysseus' Bow,Sovereignty
Jing Wei,Talaria Boots,Heartward Amulet,Odysseus' Bow,Rage,Pridwen,Contagion
Ratatoskr,Acorn of Yggdrasil,Magi's Cloak,Transcendence,Frostbound Hammer,Ichaival,Transcendence
Horus,Talaria Boots,Magi's Cloak,Gladiator's Shield,Bulwark of Hope,Hide of the Urchin,Odysseus' Bow
Sylvanus,Travelers Shoes,Lotus Crown,Genji's Guard,Magi's Cloak,Heartward Amulet,Gem of Isolation
Loki,Warrior Tabi,Asi,Pridwen,Heartward Amulet,Malice,Titan's Bane
Chiron,Reinforced Greaves,Poisoned Star,Toxic Blade,Frostbound Hammer,Wind Demon,The Crusher
Bastet,Talaria Boots,Winged Blade,Winged Blade,Shogun's Kusari,Silverbranch Bow,Hide of the Nemean Lion
Achilles,Talaria Boots,Hide of the Nemean Lion,Runeforged Hammer,Breastplate of Valor,Gladiator's Shield,Runic Shield
Izanami,Warrior Tabi,Devourer's Gauntlet,Magi's Cloak,Jotunn's Wrath,Devourer's Gauntlet,The Executioner
Hachiman,Ninja Tabi,Ancile,Qin's Sais,Breastplate of Valor,Oni Hunter's Garb,Jotunn's Wrath
Hachiman,Reinforced Greaves,Gladiator's Shield,Ichaival,Shield of Regrowth,Sovereignty,Blackthorn Hammer
Terra,Reinforced Shoes,Winged Blade,Toxic Blade,Breastplate of Valor,Relic Dagger,Book of Thoth
Hercules,Ninja Tabi,Ichaival,Mystical Mail,Mail of Renewal,Arondight,Wind Demon
Serqet,Warrior Tabi,Runic Shield,Mystical Mail,Mail of Renewal,Hastened Katana,Golden Blade
Susano,Ninja Tabi,Witchblade,Transcendence,Hide of the Urchin,The Crusher,Runeforged Hammer
Cabrakan,Shoes of Focus,Contagion,Genji's Guard,Dynasty Plate Helm,Magi's Cloak,Rangda's Mask
Fafnir,Travelers Shoes,Pythagorem's Piece,Toxic Blade,Genji's Guard,Midgardian Mail,Gauntlet of Thebes
Serqet,Ninja Tabi,Hastened Katana,Midgardian Mail,Hydra's Lament,Hide of the Urchin,Runeforged Hammer
Erlang Shen,Talaria Boots,Pestilence,Silverbranch Bow,Silverbranch Bow,Titan's Bane,The Executioner
Janus,Shoes of the Magi,Soul Reaver,Hastened Ring,Gem of Isolation,Celestial Legion Helm,Polynomicon
Jormungandr,Shoes of Focus,Dynasty Plate Helm,Magi's Cloak,Spear of Desolation,Stone of Binding,Obsidian Shard
Tyr,Warrior Tabi,Genji's Guard,Mail of Renewal,Stone Cutting Sword,Heartward Amulet,Spirit Robe
Hachiman,Reinforced Greaves,Berserker's Shield,Runic Shield,Winged Blade,The Executioner,Atalanta's Bow
Camazotz,Talaria Boots,Gauntlet of Thebes,Odysseus' Bow,Masamune,Pridwen,Spirit Robe
Chernobog,Talaria Boots,Toxic Blade,Pestilence,Talisman of Energy,Bulwark of Hope,Mantle of Discord
Camazotz,Ninja Tabi,Hastened Katana,Hide of the Nemean Lion,Midgardian Mail,Malice,Pestilence
Ah Puch,Reinforced Shoes,Bumba's Mask,Mail of Renewal,Celestial Legion Helm,Breastplate of Valor,Mantle of Discord
Osiris,Ninja Tabi,The Executioner,Relic Dagger,Stone Cutting Sword,Qin's Sais,Asi
Pele,Talaria Boots,Odysseus' Bow,Jotunn's Wrath,Odysseus' Bow,Arondight,Deathbringer
Merlin,Shoes of the Magi,Spirit Robe,Heartward Amulet,Mystical Mail,Pythagorem's Piece,Relic Dagger
Cerberus,Reinforced Shoes,Bulwark of Hope,Obsidian Shard,Staff Of Myrddin,Pestilence,Bulwark of Hope
Olorun,Reinforced Shoes,Warlock's Staff,Soul Gem,Ethereal Staff,Void Stone,Witchblade
Jing Wei,Talaria Boots,Rage,Berserker's Shield,Malice,Blackthorn Hammer,Contagion
Vamana,Ninja Tabi,Runeforged Hammer,Sovereignty,Runeforged Hammer,Shield of Regrowth,Hide of the Nemean Lion
Olorun,Shoes of the Magi,Typhon's Fang,Typhon's Fang,Pridwen,Celestial Legion Helm,Void Stone
The Morrigan,Travelers Shoes,Shaman's Ring,Mantle of Discord,Spear of the Magus,Lono's Mask,Mail of Renewal
Cabrakan,Reinforced Shoes,Void Stone,Rod of Asclepius,Midgardian Mail,Telkhines Ring,Contagion
Mercury,Talaria Boots,Shield of Regrowth,Arondight,Runic Shield,Gauntlet of Thebes,Malice
Bakasura,Talaria Boots,Blackthorn Hammer,Hastened Katana,Blackthorn Hammer,Sovereignty,Magi's Cloak
Bacchus,Reinforced Shoes,Dynasty Plate Helm,Typhon's Fang,Shaman's Ring,Soul Gem,Staff Of Myrddin
Hercules,Talaria Boots,Wind Demon,Relic Dagger,Pestilence,Wind Demon,Frostbound Hammer
Sobek,Shoes of the Magi,Jade Emperor's Crown,Spectral Armor,Breastplate of Valor,Sovereignty,Bulwark of Hope
Medusa,Reinforced Greaves,Witchblade,Shogun's Kusari,Fail-not,Toxic Blade,The Executioner
Susano,Warrior Tabi,Transcendence,Midgardian Mail,Atalanta's Bow,Ichaival,Genji's Guard
Achilles,Talaria Boots,Toxic Blade,Breastplate of Valor,Silverbranch Bow,The Executioner,Runeforged Hammer
Awilix,Ninja Tabi,Contagion,Talisman of Energy,Void Shield,Golden Blade,Atalanta's Bow
Sobek,Travelers Shoes,Pridwen,Dynasty Plate Helm,Ethereal Staff,Oni Hunter's Garb,Heartward Amulet
Ymir,Shoes of Focus,Jade Emperor's Crown,Sovereignty,Demonic Grip,Shaman's Ring,Genji's Guard
Kukulkan,Travelers Shoes,Sovereignty,Talisman of Energy,Relic Dagger,Spear of Desolation,Contagion
Apollo,Reinforced Greaves,Bumba's Mask,Pestilence,Mantle of Discord,Spectral Armor,Talisman of Energy
Chronos,Reinforced Shoes,Lono's Mask,Lotus Crown,Oni Hunter's Garb,Genji's Guard,Stone of Gaia
Thor,Ninja Tabi,Pridwen,Arondight,Qin's Sais,Spectral Armor,Genji's Guard
Skadi,Ninja Tabi,Ichaival,Contagion,Talisman of Energy,Transcendence,Frostbound Hammer
